"sample_list","sig_list","expected_list","fitsig_list","actual_list"
"TCGA-05-4249-01A-01D-1105-08","SBS1",0.0436499536179678,0.0436499536179678,0.0434782608695652
"TCGA-05-4249-01A-01D-1105-08","SBS2",0.0281408641441681,0.0281408641441681,0.030690537084399
"TCGA-05-4249-01A-01D-1105-08","SBS4",0.586147572044379,0.586147572044379,0.572890025575448
"TCGA-05-4249-01A-01D-1105-08","SBS5",0.315311386483781,0.315311386483781,0.301790281329923
"TCGA-05-4249-01A-01D-1105-08","SBS13",0.0344314351159492,0.0344314351159492,0.051150895140665
"TCGA-05-4382-01A-01D-1931-08","SBS1",0.01168804506722,0.01168804506722,0.0104895104895105
"TCGA-05-4382-01A-01D-1931-08","SBS2",0.0515420944987552,0.0515420944987552,0.0554445554445554
"TCGA-05-4382-01A-01D-1931-08","SBS4",0.724196713323882,0.724196713323882,0.744755244755245
"TCGA-05-4382-01A-01D-1931-08","SBS5",0.14732234062455,0.14732234062455,0.135864135864136
"TCGA-05-4382-01A-01D-1931-08","SBS13",0.0580549749191814,0.0580549749191814,0.0534465534465534
"TCGA-05-4390-01A-02D-1753-08","SBS1",0.0125413473545028,0.0125413473545028,0.0162481536189069
"TCGA-05-4390-01A-02D-1753-08","SBS4",0.729162931526143,0.729162931526143,0.737075332348597
"TCGA-05-4390-01A-02D-1753-08","SBS5",0.257761722254425,0.257761722254425,0.246676514032496
"TCGA-05-4405-01A-21D-1855-08","SBS1",0.0475816422495467,0.0475816422497243,0.0343347639484979
"TCGA-05-4405-01A-21D-1855-08","SBS4",0.573892247125793,0.57389224712612,0.579399141630901
"TCGA-05-4405-01A-21D-1855-08","SBS5",0.299326948391223,0.299326948391305,0.341201716738197
"TCGA-05-4405-01A-21D-1855-08","SBS13",0.0531730834679203,0.0531730834681396,0.0450643776824034
"TCGA-05-4410-01A-21D-1855-08","SBS1",0.00941984683577535,0.00941984683577536,0.0108932461873638
"TCGA-05-4410-01A-21D-1855-08","SBS2",0.0551720511333048,0.055172051133305,0.0566448801742919
"TCGA-05-4410-01A-21D-1855-08","SBS4",0.656065288041289,0.656065288041289,0.652868554829339
"TCGA-05-4410-01A-21D-1855-08","SBS5",0.233441096579602,0.233441096579602,0.222948438634713
"TCGA-05-4410-01A-21D-1855-08","SBS13",0.0543793382978721,0.0543793382978722,0.0566448801742919
"TCGA-05-4424-01A-22D-1855-08","SBS1",0.0314046745170415,0.0314046745170415,0.0242290748898678
"TCGA-05-4424-01A-22D-1855-08","SBS2",0.0473620475743785,0.0473620475743785,0.0539647577092511
"TCGA-05-4424-01A-22D-1855-08","SBS4",0.634054112094723,0.634054112094723,0.64647577092511
"TCGA-05-4424-01A-22D-1855-08","SBS5",0.234345885759971,0.234345885759971,0.19273127753304
"TCGA-05-4424-01A-22D-1855-08","SBS13",0.0791309651354207,0.0791309651354207,0.0825991189427313
"TCGA-05-5428-01A-01D-1625-08","SBS1",0.0499670193793349,0.0499670193825049,0.0485933503836317
"TCGA-05-5428-01A-01D-1625-08","SBS2",0.207175395618411,0.207175395639325,0.191815856777494
"TCGA-05-5428-01A-01D-1625-08","SBS13",0.0972695953781468,0.0972695953845636,0.10997442455243
"TCGA-05-5428-01A-01D-1625-08","SBS40",0.627519915741249,0.627519915743719,0.649616368286445
"TCGA-05-5715-01A-01D-1625-08","SBS1",0.101111139559871,0.101111139559871,0.112582781456954
"TCGA-05-5715-01A-01D-1625-08","SBS2",0.208753891791154,0.208753891791154,0.23841059602649
"TCGA-05-5715-01A-01D-1625-08","SBS5",0.37615819504539,0.37615819504539,0.291390728476821
"TCGA-05-5715-01A-01D-1625-08","SBS13",0.371757679901817,0.371757679901817,0.357615894039735
"TCGA-17-Z007-01A-01W-0746-08","SBS1",0.432125440557324,0.432125440557324,0.419354838709677
"TCGA-17-Z007-01A-01W-0746-08","SBS5",0.335417458462964,0.335417458462964,0.10752688172043
"TCGA-17-Z007-01A-01W-0746-08","SBS40",0.267443358939761,0.267443358939761,0.473118279569892
"TCGA-17-Z010-01A-01W-0746-08","SBS1",0.0423034818614909,0.0423034818616005,0.0341880341880342
"TCGA-17-Z010-01A-01W-0746-08","SBS2",0.0785552801900266,0.0785552801903876,0.0854700854700855
"TCGA-17-Z010-01A-01W-0746-08","SBS4",0.703651990089238,0.703651990089534,0.695156695156695
"TCGA-17-Z010-01A-01W-0746-08","SBS5",0.143345202269918,0.143345202269943,0.142450142450142
"TCGA-17-Z010-01A-01W-0746-08","SBS13",0.0497347679441459,0.0497347679442867,0.0427350427350427
"TCGA-17-Z014-01A-01W-0746-08","SBS1",0.0245290468392436,0.0245290468392436,0.0254777070063694
"TCGA-17-Z014-01A-01W-0746-08","SBS2",0.0421481924870903,0.0421481924870903,0.0530785562632696
"TCGA-17-Z014-01A-01W-0746-08","SBS4",0.48521473365927,0.48521473365927,0.520169851380042
"TCGA-17-Z014-01A-01W-0746-08","SBS5",0.397524910790277,0.397524910790277,0.354564755838641
"TCGA-17-Z014-01A-01W-0746-08","SBS13",0.0445106894550931,0.0445106894550931,0.0467091295116773
"TCGA-17-Z015-01A-01W-0746-08","SBS1",0.0753210724440551,0.0753210724440551,0.0846394984326019
"TCGA-17-Z015-01A-01W-0746-08","SBS4",0.550539091656817,0.550539091656817,0.54858934169279
"TCGA-17-Z015-01A-01W-0746-08","SBS5",0.389467341850251,0.389467341850251,0.366771159874608
"TCGA-17-Z016-01A-01W-0746-08","SBS1",0.0378655808652931,0.0378655808652931,0.0272479564032698
