"sample_list","sig_list","expected_list","fitsig_list","actual_list","diff"
"TCGA-AA-3548-01A-01D-1953-10","SBS5",0.860012708702808,0.860012708702808,0.407407407407407,0.452605301295401
"TCGA-F5-6813-01A-11D-1826-10","SBS5",0.513676959066715,0.513676959066715,0.15819209039548,0.355484868671235
"TCGA-AA-3861-01A-01W-0995-10","SBS5",0.479170910083581,0.479170910083581,0.158469945355191,0.32070096472839
"TCGA-4N-A93T-01A-11D-A36X-10","SBS5",0.46095318564741,0.46095318564741,0.151724137931034,0.309229047716376
"CRC-1","SBS5",0.73159642573381,0.73159642573381,0.447368421052632,0.284228004681178
"TCGA-F5-6813-01A-11D-1826-10","SBS40",0.255963196906796,0.255963196906796,0.525423728813559,0.269460531906763
"sysucc-1163T","SBS5",0.330379905760328,0.330379905760328,0.590361445783133,0.259981540022805
"TCGA-AZ-4681-01A-01D-1408-10","SBS5",0.48357399490929,0.48357399490929,0.224299065420561,0.259274929488729
"TCGA-AD-6895-01A-11D-1924-10","SBS5",0.34849519990387,0.34849519990387,0.596737652922519,0.248242453018649
"TCGA-AZ-4681-01A-01D-1408-10","SBS40",0.127901401387402,0.127901401387402,0.355140186915888,0.227238785528486
"TCGA-G4-6317-02A-11D-2067-10","SBS5",0.418564657268255,0.418564657270926,0.192307692307692,0.226256964960563
"TCGA-AA-3861-01A-01W-0995-10","SBS40",0.142397126583708,0.142397126583708,0.366120218579235,0.223723091995527
"TCGA-AG-3731-01A-11D-1733-10","SBS5",0.441525401048773,0.441525401048773,0.223350253807107,0.218175147241666
"TCGA-AF-A56K-01A-32D-A38X-10","SBS5",0.303053244807298,0.303053244807298,0.0909090909090909,0.212144153898207
"TCGA-4N-A93T-01A-11D-A36X-10","SBS40",0.244932817486006,0.244932817486006,0.455172413793103,0.210239596307097
"TCGA-AA-3858-01A-01W-0900-09","SBS5",0.33695304020508,0.33695304020508,0.129032258064516,0.207920782140564
"sysucc-880T","SBS5",0.245437910168573,0.245437910168573,0.450516585100598,0.205078674932025
"TCGA-AA-3852-01A-01W-0900-09","SBS5",0.376086866755522,0.376086866755598,0.175,0.201086866755522
"TCGA-AF-2693-01A-02D-1733-10","SBS5",0.000144551680477481,0.000144551680477481,0.198529411764706,0.198384860084229
"TCGA-AA-3858-01A-01W-0900-09","SBS40",0.189619733156635,0.189619733156635,0.387096774193548,0.197477041036913
"TCGA-AF-A56K-01A-32D-A38X-10","SBS40",0.265012998284383,0.265012998284383,0.462121212121212,0.197108213836829
"TCGA-AA-3715-01A-01W-0900-09","SBS5",0.280033767277658,0.280033767277658,0.476388364185871,0.196354596908213
"TCGA-AA-3684-01A-02W-0900-09","SBS40",0.10785861386852,0.10785861386852,0.301675977653631,0.193817363785111
"CCK81","SBS5",0.247581921112186,0.247581921112186,0.439983613273249,0.192401692161063
"TCGA-AG-3883-01A-02W-0899-10","SBS5",0.262152548381547,0.262152548382096,0.0705882352941176,0.191564313087429
"sysucc-1370T","SBS5",0.296300317905353,0.296300317905353,0.485766202301635,0.189465884396282
"TCGA-F5-6861-01A-11D-1924-10","SBS5",0.371792121374028,0.371792121374028,0.183206106870229,0.188586014503799
"TCGA-EI-7004-01A-11D-1924-10","SBS5",0.261350518390577,0.261350518391613,0.072992700729927,0.18835781766065
"sysucc-1317T","SBS5",0.265473545067095,0.265473545067095,0.453754300748836,0.188280755681741
"1910786","SBS5",0.659332130060255,0.659332130060255,0.471698113207547,0.187634016852708
"TCGA-EI-6509-01A-11D-1733-10","SBS5",0.485966182088844,0.485966182088844,0.298701298701299,0.187264883387545
"sysucc-834T","SBS5",0.204066390996468,0.204066390996468,0.389782403027436,0.185716012030968
"TCGA-A6-6651-01A-21D-1835-10","SBS40",0.142423362613399,0.142423362613399,0.327433628318584,0.185010265705185
"T3188","SBS5",0.742245353262714,0.742245353262714,0.558823529411765,0.183421823850949
"TCGA-AG-3883-01A-02W-0899-10","SBS40",0.31194104420787,0.311941044208467,0.494117647058824,0.182176602850954
"TCGA-A6-2675-01A-02D-1719-10","SBS40",0.117833336217074,0.117833336217074,0.299319727891156,0.181486391674082
"TCGA-AG-3731-01A-11D-1733-10","SBS40",0.15475285755794,0.15475285755794,0.33502538071066,0.18027252315272
"Gp2D","SBS5",0.219283861570648,0.219283861570648,0.397161778618732,0.177877917048084
"TCGA-AA-3852-01A-01W-0900-09","SBS40",0.24352930498748,0.243529304987522,0.415,0.17147069501252
"TCGA-AA-3519-01A-02D-1953-10","SBS5",0.349517827456702,0.349517827456702,0.518518518518518,0.169000691061816
"TCGA-A6-2675-01A-02D-1719-10","SBS5",0.284454810326852,0.284454810326852,0.115646258503401,0.168808551823451
"TCGA-AA-3684-01A-02W-0900-09","SBS5",0.42493254980892,0.42493254980892,0.256983240223464,0.167949309585456
"TCGA-CM-6677-01A-11D-1835-10","SBS5",0.351613379418895,0.351613379418895,0.183783783783784,0.167829595635111
"T2458","SBS5",0.391000617638223,0.391000617638223,0.555555555555556,0.164554937917333
"TCGA-D5-6926-01A-11D-1924-10","SBS5",0.477094476877351,0.477094476877351,0.312883435582822,0.164211041294529
"CRC-4","SBS5",0.329951289914224,0.329951289914358,0.493150684931507,0.163199395017283
"TCGA-EI-6509-01A-11D-1733-10","SBS40",0.136235057737699,0.136235057737699,0.298701298701299,0.1624662409636
"TCGA-CK-4951-01A-01D-1408-10","SBS5",0.302471549152685,0.302471549152685,0.464917727413847,0.162446178261162
"413LT","SBS5",0.673715295492339,0.673715295492339,0.513513513513513,0.160201781978826
"TCGA-G4-6311-01A-11D-1719-10","SBS5",0.130828626926489,0.130828626926489,0.289855072463768,0.159026445537279
"TCGA-AG-3909-01A-01W-1073-09","SBS5",0.500921135727816,0.500921135727816,0.659574468085106,0.15865333235729
"T3527","SBS5",0.422008987129911,0.422008987129911,0.580645161290323,0.158636174160412
"TCGA-CK-6751-01A-11D-1835-10","SBS15",0.265016077131868,0.265016077131868,0.106837606837607,0.158178470294261
"TCGA-CM-4748-01A-01D-1408-10","SBS5",0.387117372126999,0.387117372126999,0.231578947368421,0.155538424758578
"TCGA-EI-7004-01A-11D-1924-10","SBS40",0.340873438542331,0.340873438543622,0.496350364963504,0.155476926421173
"TCGA-CI-6624-01C-11D-1826-10","SBS5",0.369996710796423,0.369996710796423,0.215258855585831,0.154737855210592
"TCGA-AG-3878-01A-02W-0899-10","SBS5",0.392370548883726,0.392370548883726,0.238095238095238,0.154275310788488
"TCGA-CM-4748-01A-01D-1408-10","SBS40",0.257070093433953,0.257070093433953,0.410526315789474,0.153456222355521
"TCGA-G4-6295-01A-11D-1719-10","SBS5",0.0310883833591759,0.0310883833591759,0.184466019417476,0.1533776360583
"TCGA-AA-3979-01A-01W-0995-10","SBS40",0.362472497364214,0.362472497365844,0.513661202185792,0.151188704821578
"TCGA-AF-A56N-01A-12D-A38X-10","SBS5",0.298297416450037,0.298297416450037,0.147619047619048,0.150678368830989
"587364","SBS5",0.724975287211736,0.724975287211736,0.574712643678161,0.150262643533575
"587354","SBS5",0.331674137518027,0.33167413751804,0.481481481481481,0.149807343963454
"TCGA-AG-3878-01A-02W-0899-10","SBS40",0.239725219757033,0.239725219757033,0.388888888888889,0.149163669131856
"587360","SBS5",0.481681429579852,0.481681429579852,0.333333333333333,0.148348096246519
"TCGA-F5-6861-01A-11D-1924-10","SBS40",0.241516430642494,0.241516430642494,0.389312977099237,0.147796546456743
"TCGA-G4-6317-02A-11D-2067-10","SBS40",0.325981266124299,0.325981266126326,0.472527472527473,0.146546206403174
"TCGA-EI-6506-01A-11D-1733-10","SBS40",0.227311304346785,0.227311304346785,0.372881355932203,0.145570051585418
"CRC-1","SBS1",0.407449785980916,0.407449785980916,0.552631578947368,0.145181792966452
"TCGA-A6-6651-01A-21D-1835-10","SBS5",0.481054730236622,0.481054730236622,0.336283185840708,0.144771544395914
"TCGA-AF-6655-01A-11D-1826-10","SBS5",0.458881807868401,0.458881807868917,0.602150537634409,0.143268729766008
"TCGA-D5-6926-01A-11D-1924-10","SBS40",0.194566379708949,0.194566379708949,0.337423312883436,0.142856933174487
"TCGA-AY-A71X-01A-12D-A36X-10","SBS5",0.58395039563555,0.58395039563555,0.441666666666667,0.142283728968883
"TCGA-AF-5654-01A-01D-1657-10","SBS5",0.748268640013861,0.748268640013861,0.60655737704918,0.141711262964681
"T2384","SBS5",0.390269912098795,0.390269912098795,0.530864197530864,0.140594285432069
"TCGA-CI-6624-01C-11D-1826-10","SBS40",0.478427758902687,0.478427758902687,0.618528610354223,0.140100851451536
"587322","SBS5",0.394277370808059,0.394277370808059,0.533333333333333,0.139055962525274
"TCGA-AA-3976-01A-01W-0995-10","SBS40",0.547319794260451,0.547319794260451,0.409448818897638,0.137870975362813
"TCGA-AA-3976-01A-01W-0995-10","SBS5",0.0356945013562028,0.0356945013562028,0.173228346456693,0.13753384510049
"587374","SBS5",0.486433020363394,0.486433020363394,0.622222222222222,0.135789201858828
"TCGA-AG-4022-01A-01D-1733-10","SBS40",0.22921718313217,0.22921718313217,0.364406779661017,0.135189596528847
"TCGA-DC-5869-01A-01D-1657-10","SBS5",0.795371569346794,0.795371569346794,0.660869565217391,0.134502004129403
"TCGA-G4-6297-01A-11D-1719-10","SBS40",0.103826562941986,0.103826562941986,0.238095238095238,0.134268675153252
"TCGA-G4-6311-01A-11D-1719-10","SBS40",0.514960610047659,0.514960610047659,0.381642512077295,0.133318097970364
"TCGA-AA-3848-01A-01W-0900-09","SBS5",0.0949838903569185,0.0949838903570961,0.228155339805825,0.133171449448907
"TCGA-AH-6549-01A-11D-1826-10","SBS40",0.3751192217099,0.3751192217099,0.507936507936508,0.132817286226608
"TCGA-CK-6747-01A-11D-1835-10","SBS5",0.0361540506240225,0.0361540506240225,0.167630057803468,0.131476007179446
"TCGA-DT-5265-01A-21D-1826-10","SBS5",0.635902129707777,0.635902129707777,0.504587155963303,0.131314973744474
"TCGA-CK-6747-01A-11D-1835-10","SBS40",0.374029087833241,0.374029087833241,0.242774566473988,0.131254521359253
"TCGA-AA-3692-01A-01W-0900-09","SBS5",0.495405915292943,0.495405915292943,0.626506024096386,0.131100108803443
"T464","SBS5",0.239358719837757,0.239358719837757,0.369565217391304,0.130206497553547
"TCGA-AY-A8YK-01A-11D-A40P-10","SBS5",0.789631931916469,0.789631931916551,0.65979381443299,0.129838117483479
"TCGA-AG-3891-01A-01W-1073-09","SBS5",0.129886687144111,0.129886687144111,0.25920471281296,0.129318025668849
"TCGA-EI-6506-01A-11D-1733-10","SBS5",0.303534646798171,0.303534646798171,0.175141242937853,0.128393403860318
"TCGA-CM-6677-01A-11D-1835-10","SBS40",0.190823896220259,0.190823896220259,0.318918918918919,0.12809502269866
"TCGA-AZ-6600-01A-11D-1771-10","SBS40",0.327314910045284,0.327314910047146,0.455056179775281,0.127741269729997
"TCGA-CM-5348-01A-21D-1719-10","SBS40",0.572156644183494,0.572156644183494,0.444444444444444,0.12771219973905
"T595","SBS5",0.741000661855275,0.741000661855275,0.613636363636364,0.127364298218911
"T3059","SBS5",0.46912918761445,0.469129187614452,0.595959595959596,0.126830408345146
"TCGA-CI-6619-01B-11D-1826-10","SBS5",0.055788657739552,0.055788657739552,0.181818181818182,0.12602952407863
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS5",0.2469319659606,0.2469319659606,0.12109375,0.1258382159606
"587318","SBS5",0.348389076778901,0.348389076778901,0.473684210526316,0.125295133747415
"TCGA-AA-3952-01A-01W-0995-10","SBS5",0.304248360089218,0.304248360089218,0.179310344827586,0.124938015261632
"TCGA-AG-A026-01A-32W-A096-10","SBS5",0.0516437847028498,0.0516437847028498,0.175,0.12335621529715
"TCGA-D5-6920-01A-11D-1924-10","SBS5",0.215449248782834,0.215449248782864,0.0921052631578947,0.123343985624939
"TCGA-CM-4747-01A-01D-1408-10","SBS40",0.258256191435058,0.258256191435058,0.381294964028777,0.123038772593719
"T473","SBS1",0.335634819029348,0.335634819029348,0.457627118644068,0.12199229961472
"CRC-23T","SBS5",0.858648296061984,0.858648296061984,0.737068965517241,0.121579330544743
"TCGA-G4-6295-01A-11D-1719-10","SBS40",0.630009356761337,0.630009356761337,0.509708737864078,0.120300618897259
"TCGA-AG-A016-01A-01W-A00K-09","SBS5",0.256139657404635,0.256139657404635,0.136,0.120139657404635
"TCGA-AF-3914-01A-01W-1073-09","SBS5",0.332545745869649,0.332545745869649,0.451428571428571,0.118882825558922
"T1194","SBS1",0.528290203479818,0.528290203495787,0.647058823529412,0.118768620049594
"TCGA-AH-6903-01A-11D-1924-10","SBS5",0.519147589458789,0.519147589458798,0.637254901960784,0.118107312501995
"T3557","SBS5",0.632226541508078,0.632226541508079,0.514285714285714,0.117940827222364
"TCGA-AZ-6603-01A-11D-1835-10","SBS5",0.669923882273024,0.669923882273024,0.553398058252427,0.116525824020597
"TCGA-AA-3979-01A-01W-0995-10","SBS5",0.323811946973761,0.32381194697535,0.207650273224044,0.116161673749717
"HDC82","SBS5",0.805925526216854,0.805925526222182,0.690058479532164,0.11586704668469
"TCGA-AA-3548-01A-01D-1953-10","SBS1",0.477811028575583,0.477811028575583,0.592592592592593,0.11478156401701
"TCGA-G4-6306-01A-11D-1771-10","SBS40",0.273258254350143,0.273258254350275,0.386666666666667,0.113408412316524
"413LT","SBS1",0.373111398136427,0.373111398136427,0.486486486486487,0.11337508835006
"TCGA-AG-3742-01A-11D-1657-10","SBS5",0.599820243319584,0.599820243320253,0.486486486486487,0.113333756833097
"TCGA-D5-5541-01A-01D-1650-10","SBS5",0.458491670971719,0.458491670973788,0.571428571428571,0.112936900456852
"TCGA-DM-A282-01A-12D-A16V-10","SBS40",0.457652065530838,0.457652065530838,0.345070422535211,0.112581642995627
"587360","SBS1",0.554246164888157,0.554246164888157,0.666666666666667,0.11242050177851
"TCGA-AF-A56N-01A-12D-A38X-10","SBS40",0.455537166420461,0.455537166420461,0.566666666666667,0.111129500246206
"TCGA-CM-5348-01A-21D-1719-10","SBS5",0.000933419025425311,0.000933419025425311,0.111111111111111,0.110177692085686
"TCGA-AG-4022-01A-01D-1733-10","SBS5",0.245333668138045,0.245333668138045,0.135593220338983,0.109740447799062
"TCGA-EI-6513-01A-21D-1733-10","SBS40",0.514627632939254,0.514627632939254,0.405263157894737,0.109364475044517
"T3306","SBS5",0.760186892780924,0.760186892780924,0.651079136690647,0.109107756090277
"T1182","SBS5",0.621679352563531,0.621679352563531,0.730769230769231,0.1090898782057
"TCGA-F4-6854-01A-11D-1924-10","SBS5",0.204146686617635,0.204146686617635,0.312925170068027,0.108778483450392
"T1194","SBS5",0.461693534049279,0.461693534050306,0.352941176470588,0.108752357578691
"TCGA-AA-3848-01A-01W-0900-09","SBS40",0.360600353200982,0.360600353202297,0.252427184466019,0.108173168734963
"TCGA-F4-6805-01A-11D-1835-10","SBS5",0.548555273446377,0.548555273447303,0.656565656565657,0.10801038311928
"TCGA-AA-3971-01A-01W-0995-10","SBS5",0.673388572483982,0.673388572483982,0.566371681415929,0.107016891068053
"sysucc-311T","SBS5",0.150024861662662,0.150024861662662,0.257009675824564,0.106984814161902
"TCGA-AA-A02K-01A-21W-A096-10","SBS5",0.230397510802441,0.230397510802441,0.337142857142857,0.106745346340416
"T3668","SBS5",0.648057210942713,0.648057210942713,0.541666666666667,0.106390544276046
"TCGA-AA-A01I-01A-02W-A00E-09","SBS5",0.701922823040292,0.701922823040292,0.595744680851064,0.106178142189228
"TCGA-AA-A010-01A-01D-A17O-10","SBS5",0.161075589852583,0.161075589852583,0.26711719722568,0.106041607373097
"TCGA-AD-6901-01A-11D-1924-10","SBS40",0.502330254031018,0.502330254031018,0.396449704142012,0.105880549889006
"TCGA-DM-A282-01A-12D-A16V-10","SBS5",0.105516954946155,0.105516954946155,0.211267605633803,0.105750650687648
"TCGA-AA-3667-01A-01W-0900-09","SBS15",0.158965056157929,0.158965056157929,0.264705882352941,0.105740826195012
"TCGA-G4-6303-01A-11D-1771-10","SBS5",0.0429566565396614,0.0429566565396614,0.148148148148148,0.105191491608487
"T2950","SBS5",0.329082469942612,0.329082469942612,0.433823529411765,0.104741059469153
"TCGA-G4-6317-01A-11D-1719-10","SBS5",0.427453824688242,0.427453824688242,0.531468531468531,0.104014706780289
"TCGA-CM-6167-01A-11D-1650-10","SBS5",0.683209513435595,0.683209513435618,0.579439252336449,0.103770261099146
"TCGA-F5-6465-01A-11D-1733-10","SBS5",0.810412240000704,0.81041224000076,0.706766917293233,0.103645322707471
"T1204","SBS5",0.791056918505365,0.791056918510633,0.6875,0.103556918505365
"TCGA-AZ-4682-01B-01D-1408-10","SBS5",0.33904769624473,0.33904769624473,0.235849056603774,0.103198639640956
"T684","SBS5",0.653656898541661,0.653656898541798,0.55045871559633,0.103198182945331
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS40",0.373580557728452,0.373580557728452,0.4765625,0.102981942271548
"TCGA-NH-A8F7-06A-31D-A40P-10","SBS40",0.490813161154817,0.490813161154817,0.388157894736842,0.102655266417975
"TCGA-AD-6901-01A-11D-1924-10","SBS5",0.148974465404157,0.148974465404157,0.251479289940828,0.102504824536671
"TCGA-NH-A8F8-01A-72D-A40P-10","SBS40",0.452059632491248,0.452059632491248,0.349693251533742,0.102366380957506
"TCGA-D5-6920-01A-11D-1924-10","SBS40",0.318714397592592,0.318714397592631,0.421052631578947,0.102338233986355
"T2418","SBS5",0.555457890940686,0.555457890940686,0.453333333333333,0.102124557607353
"587226","SBS5",0.308165665368091,0.308165665368091,0.206451612903226,0.101714052464865
"587300","SBS5",0.403795394187804,0.403795394187804,0.505494505494505,0.101699111306701
"587302","SBS5",0.505347550581708,0.505347550582265,0.606837606837607,0.101490056255899
"C27","SBS5",0.71179412850665,0.71179412850665,0.61038961038961,0.10140451811704
"TCGA-AF-6136-01A-11D-1826-10","SBS5",0.211399286385353,0.211399286385353,0.11046511627907,0.100934170106283
"T3255","SBS5",0.356476200093701,0.356476200093701,0.457317073170732,0.100840873077031
"C391","SBS44",0.541311663988297,0.541311663991831,0.44047619047619,0.100835473512107
"587356","SBS5",0.428608800523801,0.428608800523802,0.529411764705882,0.100802964182081
"T3187","SBS5",0.441207047048028,0.441207047048747,0.541666666666667,0.100459619618639
"TCGA-A6-6138-01A-11D-1771-10","SBS5",0.103472588096046,0.103472588096046,0.203821656050955,0.100349067954909
"TCGA-AA-A02E-01A-01W-A00E-09","SBS5",0.050379774570354,0.050379774570354,0.150485436893204,0.10010566232285
"TCGA-DC-6155-01A-11D-1657-10","SBS5",0.580053824313531,0.580053824313531,0.68,0.099946175686469
"TCGA-D5-6533-01A-11D-1719-10","SBS5",0.0495013120727173,0.0495013120727173,0.148648648648649,0.0991473365759317
"TCGA-AH-6544-01A-11D-1826-10","SBS5",0.187225452134416,0.187225452134416,0.0880829015544041,0.0991425505800119
"TCGA-A6-5660-01A-01D-1650-10","SBS5",0.708291124349566,0.708291124350361,0.609195402298851,0.0990957220507149
"587340","SBS1",0.518999000298515,0.518999000298515,0.42,0.098999000298515
"T3033","SBS5",0.469244782062668,0.469244782062668,0.568,0.0987552179373319
"CRC-4","SBS1",0.605226320331257,0.605226320334689,0.506849315068493,0.0983770052627641
"TCGA-G4-6303-01A-11D-1771-10","SBS40",0.409428904054868,0.409428904054868,0.311111111111111,0.098317792943757
"C10","SBS5",0.609700179280183,0.609700179280183,0.511627906976744,0.0980722723034391
"TCGA-F4-6854-01A-11D-1924-10","SBS40",0.492393031112801,0.492393031112801,0.394557823129252,0.097835207983549
"TCGA-DM-A1D4-01A-21D-A152-10","SBS5",0.310101479968117,0.310101479968117,0.2125,0.097601479968117
"TCGA-EI-6883-01A-31D-1924-10","SBS40",0.319735669825988,0.319735669825988,0.222222222222222,0.097513447603766
"TCGA-AH-6549-01A-11D-1826-10","SBS5",0.232108727114244,0.232108727114244,0.134920634920635,0.097188092193609
"TCGA-AA-3984-01A-02D-1981-10","SBS5",0.151755948824438,0.151755948824438,0.248489624376149,0.096733675551711
"587318","SBS1",0.622597848432355,0.622597848432355,0.526315789473684,0.096282058958671
"T2583","SBS5",0.511633161549528,0.51163316154958,0.607843137254902,0.096209975705374
"TCGA-AA-3496-01A-21D-1835-10","SBS5",0.361158295399245,0.361158295399245,0.265625,0.095533295399245
"TCGA-EI-6512-01A-11D-1733-10","SBS5",0.669349135407952,0.669349135407952,0.573863636363636,0.095485499044316
"TCGA-CI-6623-01B-11D-1826-10","SBS5",0.692728392090305,0.692728392090305,0.598039215686274,0.094689176404031
"TCGA-A6-6137-01A-11D-1771-10","SBS5",0.18082001262855,0.18082001262855,0.275449101796407,0.094629089167857
"TCGA-CM-5863-01A-21D-1835-10","SBS1",0.505362234875649,0.505362234875649,0.411111111111111,0.094251123764538
"TCGA-DM-A1D8-01A-11D-A152-10","SBS40",0.460371212176961,0.460371212177623,0.554112554112554,0.093741341935593
"TCGA-AA-3850-01A-01W-0995-10","SBS5",0.26945732060972,0.269457320609897,0.175757575757576,0.093699744852144
"TCGA-AA-3667-01A-01W-0900-09","SBS1",0.211330548036437,0.211330548036437,0.117647058823529,0.093683489212908
"TCGA-EF-5830-01A-01D-1657-10","SBS5",0.542987548055914,0.54298754805599,0.636363636363636,0.093376088307722
"TCGA-3L-AA1B-01A-11D-A36X-10","SBS5",0.494650252953222,0.494650252953222,0.587912087912088,0.093261834958866
"T3431","SBS5",0.368523645642151,0.368523645642151,0.461538461538462,0.093014815896311
"TCGA-D5-6539-01A-11D-1719-10","SBS40",0.470688045187946,0.470688045187946,0.563492063492063,0.0928040183041171
"TCGA-CM-6163-01A-11D-1650-10","SBS5",0.478023465967171,0.478023465969297,0.570422535211268,0.092399069244097
"TCGA-AZ-6600-01A-11D-1771-10","SBS5",0.26078822036419,0.260788220365748,0.168539325842697,0.092248894521493
"TCGA-AA-3530-01A-01W-0995-10","SBS5",0.267579360776831,0.267579360776831,0.175438596491228,0.092140764285603
"TCGA-AA-A004-01A-01W-A00E-09","SBS5",0.084661143744802,0.084661143744802,0.176470588235294,0.091809444490492
"TCGA-AG-4001-01A-02W-1073-09","SBS40",0.402522802208055,0.402522802208055,0.310810810810811,0.091711991397244
"T3204","SBS5",0.508497135564187,0.508497135566454,0.6,0.091502864435813
"TCGA-AY-5543-01A-01D-1650-10","SBS5",0.589496979939079,0.58949697993912,0.680473372781065,0.090976392841986
"TCGA-DC-6155-01A-11D-1657-10","SBS1",0.410592998275762,0.410592998275762,0.32,0.090592998275762
"TCGA-AG-4001-01A-02W-1073-09","SBS5",0.160047731584579,0.160047731584579,0.25,0.089952268415421
"587302","SBS1",0.482139125134706,0.482139125142053,0.393162393162393,0.088976731972313
"587392","SBS5",0.51806135869677,0.518061358696915,0.606741573033708,0.0886802143369381
"TCGA-CK-6751-01A-11D-1835-10","SBS1",0.232067985562908,0.232067985562908,0.320512820512821,0.088444834949913
"T3226","SBS5",0.71877844966463,0.71877844966463,0.630434782608696,0.088343667055934
"TCGA-CM-5863-01A-21D-1835-10","SBS5",0.500815409343697,0.500815409343697,0.588888888888889,0.0880734795451921
"T351","SBS5",0.514978341536085,0.514978341536087,0.602941176470588,0.087962834934503
"TCGA-DM-A285-01A-11D-A16V-10","SBS5",0.154636922326725,0.154636922326725,0.242553191489362,0.087916269162637
"TCGA-AA-3530-01A-01W-0995-10","SBS40",0.245492466711431,0.245492466711431,0.333333333333333,0.087840866621902
"TCGA-AD-6963-01A-11D-1924-10","SBS40",0.38039218098867,0.380392180989739,0.293103448275862,0.087288732712808
"TCGA-G4-6304-01A-11D-1924-10","SBS15",0.262791952409151,0.262791952409151,0.175742574257426,0.087049378151725
"T3267","SBS5",0.682558529871306,0.682558529871306,0.595890410958904,0.086668118912402
"TCGA-AF-6136-01A-11D-1826-10","SBS40",0.227318533784894,0.227318533784894,0.313953488372093,0.086634954587199
"T2926","SBS5",0.379232347281115,0.379232347281115,0.465116279069767,0.085883931788652
"TCGA-AG-3592-01A-02D-1733-10","SBS40",0.524757498821588,0.524757498821588,0.438888888888889,0.085868609932699
"TCGA-G4-6306-01A-11D-1771-10","SBS5",0.19233276409841,0.192332764098509,0.106666666666667,0.085666097431743
"TCGA-AA-3955-01A-02W-0995-10","SBS9",0.120957961578566,0.120957961578566,0.205555555555556,0.08459759397699
"TCGA-NH-A8F7-06A-31D-A40P-10","SBS5",0.080605923549086,0.080605923549086,0.164473684210526,0.08386776066144
"TCGA-AG-3898-01A-01W-1073-09","SBS40",0.416326545572663,0.416326545572885,0.5,0.083673454427337
"CRC-37T","SBS5",0.565875059544964,0.565875059544964,0.649122807017544,0.08324774747258
"T2458","SBS1",0.527509703380116,0.527509703380116,0.444444444444444,0.0830652589356721
"CRC-37T","SBS15",0.276037206717237,0.276037206717237,0.192982456140351,0.083054750576886
"587332","SBS44",0.239254778747869,0.239254778747869,0.321927374301676,0.082672595553807
"T2345","SBS5",0.648653675539083,0.648653675539083,0.566037735849057,0.082615939690026
"TCGA-AZ-5407-01A-01D-1719-10","SBS5",0.0184491834982483,0.0184491834982483,0.10077519379845,0.0823260103002017
"T2284","SBS10b",0.0729471643965616,0.0729471643965616,0.155172413793103,0.0822252493965414
"C27","SBS1",0.307472468375804,0.307472468375804,0.38961038961039,0.082137921234586
"587364","SBS1",0.343215347022161,0.343215347022161,0.425287356321839,0.082072009299678
"TCGA-AG-3882-01A-01W-0899-10","SBS5",0.603714609303911,0.603714609303911,0.685714285714286,0.0819996764103751
"T2974","SBS5",0.361726359672758,0.361726359672758,0.443661971830986,0.081935612158228
"TCGA-AA-3506-01A-01D-2188-10","SBS5",0.584088614311667,0.584088614311667,0.502347417840376,0.0817411964712911
"587224","SBS15",0.296265708517373,0.296265708517795,0.215003866976025,0.081261841541348
"TCGA-A6-5656-01A-21D-A270-10","SBS40",0.194249947519968,0.194249947519968,0.275449101796407,0.081199154276439
"TCGA-D5-6531-01A-11D-1719-10","SBS40",0.405085229785504,0.4050852297861,0.324110671936759,0.080974557848745
"T207","SBS5",0.271363648150222,0.271363648152001,0.351822503961965,0.080458855811743
"TCGA-DM-A0XD-01A-12D-A152-10","SBS5",0.530136744022084,0.530136744022084,0.61038961038961,0.080252866367526
"TCGA-AG-3898-01A-01W-1073-09","SBS30",0.214709084869631,0.214709084870238,0.134615384615385,0.080093700254246
"TCGA-AA-3856-01A-01W-0900-09","SBS5",0.660262242980635,0.660262242980635,0.580246913580247,0.0800153294003879
"TCGA-AA-3831-01A-01W-0900-09","SBS5",0.543366707106718,0.543366707106737,0.623376623376623,0.0800099162699051
"TCGA-AZ-4614-01A-01D-1408-10","SBS40",0.31798920030261,0.31798920030261,0.397727272727273,0.079738072424663
"TCGA-DC-6682-01A-11D-1826-10","SBS5",0.142210997296503,0.142210997296651,0.0625,0.079710997296503
"TCGA-AG-A016-01A-01W-A00K-09","SBS40",0.312802910080106,0.312802910080106,0.392,0.079197089919894
"TCGA-AZ-4614-01A-01D-1408-10","SBS5",0.238176595899971,0.238176595899971,0.159090909090909,0.079085686809062
"T3188","SBS1",0.362352980318161,0.362352980318161,0.441176470588235,0.078823490270074
"T3048","SBS5",0.503160402755438,0.503160402755458,0.581818181818182,0.078657779062744
"TCGA-AA-A02K-01A-21W-A096-10","SBS40",0.427107105205803,0.427107105205803,0.348571428571429,0.078535676634374
"TCGA-AA-3506-01A-01D-2188-10","SBS1",0.4191304906765,0.4191304906765,0.497652582159624,0.078522091483124
"TCGA-EI-7002-01A-11D-1924-10","SBS5",0.0156335266468508,0.015633526646851,0.09375,0.0781164733531492
"TCGA-CI-6622-01A-11D-1826-10","SBS5",0.257531689781197,0.257531689781197,0.179487179487179,0.078044510294018
"TCGA-A6-6138-01A-11D-1771-10","SBS40",0.300802367724254,0.300802367724254,0.222929936305732,0.077872431418522
