"sample_names","sig_list","expected_list","fitsig_list","actual_list"
"251","SBS1","0.022346072794462","0.0223460727960412","0.026027397260274"
"251","SBS2","0.369870762243112","0.369870762280579","0.353424657534247"
"251","SBS5","0.151248684005412","0.151248684006139","0.136986301369863"
"251","SBS13","0.462199494051768","0.462199494081791","0.483561643835616"
"251","SBS1","0.154246023272755","0.154246023272755","0.142857142857143"
"251","SBS2","0.244447798975675","0.244447798975675","0.245714285714286"
"251","SBS5","0.397481872779659","0.397481872779659","0.411428571428571"
"251","SBS13","0.187933462006695","0.187933462006695","0.2"
"251","SBS1","0.0696970386833617","0.0696970386833617","0.082018927444795"
"251","SBS2","0.362435375818281","0.362435375818281","0.359621451104101"
"251","SBS5","0.280245185232746","0.280245185232746","0.26813880126183"
"251","SBS13","0.277113271028618","0.277113271028618","0.290220820189274"
"251","SBS1","0.0409709058334101","0.0409709058334157","0.0462555066079295"
"251","SBS2","0.303988430079658","0.303988430079718","0.33920704845815"
"251","SBS5","0.200563853267858","0.200563853267859","0.180616740088106"
"251","SBS13","0.433206446506395","0.43320644650645","0.433920704845815"
"251","SBS1","0.0593185137080633","0.0593185137108165","0.0544412607449857"
"251","SBS2","0.380371241931757","0.380371241960626","0.358166189111748"
"251","SBS5","0.117717700122093","0.117717700122523","0.200573065902579"
"251","SBS13","0.432235452441405","0.432235452462462","0.386819484240688"
"251","SBS1","0.120352789861996","0.120352789861996","0.0963855421686747"
"251","SBS2","0.237148372232821","0.237148372232821","0.228915662650602"
"251","SBS5","0.419887685322932","0.419887685322932","0.433734939759036"
"251","SBS13","0.243604784513144","0.243604784513144","0.240963855421687"
"251","SBS1","0.0503196157300624","0.0503196157315539","0.0557275541795666"
"251","SBS2","0.222397302355833","0.22239730236706","0.21671826625387"
"251","SBS5","0.225023898602423","0.225023898602912","0.253869969040248"
"251","SBS13","0.510697819806665","0.510697819823315","0.473684210526316"
"251","SBS1","0.050524663174882","0.0505246631789673","0.0483516483516484"
"251","SBS2","0.316478416036098","0.316478416080076","0.340659340659341"
"251","SBS5","0.246382655005259","0.246382655006794","0.221978021978022"
"251","SBS13","0.387734313690262","0.387734313724916","0.389010989010989"
"251","SBS1","0.525495489690453","0.525495489690453","0.457142857142857"
"251","SBS5","0.458552884823224","0.458552884823224","0.542857142857143"
"251","SBS1","0.0215418440207983","0.0215418440207985","0.0186246418338109"
"251","SBS2","0.3142515654842","0.314251565484212","0.320916905444126"
"251","SBS5","0.145527254766223","0.145527254766224","0.144699140401146"
"251","SBS13","0.480168708323438","0.480168708323449","0.515759312320917"
"251","SBS1","0.0657296896709705","0.0657296896764289","0.0593692022263451"
"251","SBS2","0.306689066290036","0.306689066336582","0.289424860853432"
"251","SBS5","0.301109451867347","0.301109451869224","0.335807050092764"
"251","SBS13","0.329486177557815","0.329486177589809","0.315398886827458"
"251","SBS1","0.0566201254730367","0.0566201254788545","0.0549450549450549"
"251","SBS2","0.388806089345153","0.388806089414007","0.388278388278388"
"251","SBS5","0.214957506874387","0.214957506875971","0.201465201465201"
"251","SBS13","0.365489678405122","0.36548967844668","0.355311355311355"
"251","SBS1","0.153219270945058","0.153219270946797","0.167883211678832"
"251","SBS2","0.185573661743779","0.185573661747284","0.18978102189781"
"251","SBS3","0.495440180941995","0.495440180942329","0.481751824817518"
"251","SBS13","0.156605178230119","0.156605178232042","0.160583941605839"
"251","SBS1","0.177747725417392","0.177747725433669","0.166666666666667"
"251","SBS2","0.249724063534032","0.249724063572064","0.228070175438596"
"251","SBS5","0.398481202490174","0.398481202492852","0.429824561403509"
"251","SBS13","0.1755833822171","0.1755833822343","0.175438596491228"
"251","SBS1","0.0268041594873034","0.0268041594873034","0.0254110612855007"
"251","SBS2","0.42866766161356","0.42866766161356","0.428998505231689"
"251","SBS5","0.515125488589834","0.515125488589834","0.508221225710015"
"251","SBS13","0.0330329014722732","0.0330329014722732","0.0373692077727952"
"251","SBS1","0.0994539860162337","0.0994539860192452","0.111455108359133"
"251","SBS2","0.25981672145803","0.259816721471194","0.25077399380805"
"251","SBS5","0.332178684493899","0.332178684494651","0.312693498452012"
"251","SBS13","0.316685881636421","0.316685881646715","0.325077399380805"
"251","SBS1","0.102556056626802","0.102556056626802","0.1"
"251","SBS2","0.291201516967874","0.291201516967874","0.322222222222222"
"251","SBS5","0.231073334207116","0.231073334207116","0.155555555555556"
"251","SBS13","0.380429338422617","0.380429338422617","0.422222222222222"
"251","SBS1","0.0718547217481491","0.0718547217481493","0.0817307692307692"
"251","SBS2","0.23535731239285","0.235357312392851","0.302884615384615"
"251","SBS5","0.459843000909546","0.459843000909546","0.466346153846154"
"251","SBS13","0.186577052371356","0.186577052371356","0.149038461538462"
"251","SBS1","0.187202009179601","0.187202009179601","0.188311688311688"
"251","SBS2","0.184940149582582","0.184940149582582","0.175324675324675"
"251","SBS5","0.393874076265126","0.393874076265126","0.383116883116883"
"251","SBS13","0.252459653425152","0.252459653425152","0.253246753246753"
"251","SBS1","0.0454574961414301","0.0454574961414301","0.0579710144927536"
"251","SBS2","0.182978907374318","0.182978907374318","0.213768115942029"
"251","SBS5","0.564489118748986","0.564489118748986","0.510869565217391"
"251","SBS13","0.210991856229394","0.210991856229394","0.217391304347826"
"251","SBS1","0.132159225216583","0.132159225216583","0.113122171945701"
"251","SBS2","0.228812737766166","0.228812737766166","0.235294117647059"
"251","SBS5","0.459897571068988","0.459897571068988","0.497737556561086"
"251","SBS13","0.167242327997338","0.167242327997338","0.153846153846154"
