"all_corr","all_cancer"
0.955378776129316,"Breast_cancer"
0.947393015284594,"Colorectal_cancer"
0.946084938834951,"Stomach_cancer"
0.92683928314929,"Prostate_cancer"
0.979711820380118,"Head_cancer"
0.977558968881531,"Skin_cancer"
0.971096601221163,"Liver_cancer"
0.978783693597466,"Bladder_cancer"
0.987289068922313,"Lung_cancer"
0.962781397559838,"Uterus_cancer"
